"From","measurement.ID","sites.sitename","plot.name","stand.age","citation.ID","variable.name","mean","GROA.measurement.ID"
"GROA",5474,"Porce II chronosequence 2","3680","24","Sierra_2012_tcai","biomass_ag_OM",96.7,5474
"ForC",11658,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.9y","9","Sierra_2012_tcai","biomass_ag_OM",51,NA
"ForC",11659,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.9y","9","Sierra_2012_tcai","biomass_ag_OM",57.7,NA
"GROA",5480,"Porce II chronosequence 2","3681","9","Sierra_2012_tcai","biomass_ag_OM",50.2,5480
"ForC",11598,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.27y","27","Sierra_2012_tcai","biomass_ag_OM",216.2,NA
"ForC",11599,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.27y","27","Sierra_2012_tcai","biomass_ag_OM",105.6,NA
"GROA",5486,"Porce II chronosequence 2","3682","27","Sierra_2012_tcai","biomass_ag_OM",104.9,5486
"ForC",11545,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",50.4,NA
"ForC",11546,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",112.2,NA
"ForC",11547,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",84.3,NA
"ForC",11548,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",79.7,NA
"GROA",5492,"Porce II chronosequence 2","3683","15","Sierra_2012_tcai","biomass_ag_OM",83.6,5492
"ForC",11545,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",50.4,NA
"ForC",11546,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",112.2,NA
"ForC",11547,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",84.3,NA
"ForC",11548,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.15y","15","Sierra_2012_tcai","biomass_ag_OM",79.7,NA
"GROA",5498,"Porce II chronosequence 2","3684","15","Sierra_2012_tcai","biomass_ag_OM",78.8,5498
"ForC",11517,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.13y","13","Sierra_2012_tcai","biomass_ag_OM",51.1,NA
"GROA",5504,"Porce II chronosequence 2","3685","13","Sierra_2012_tcai","biomass_ag_OM",50.3,5504
"ForC",11658,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.9y","9","Sierra_2012_tcai","biomass_ag_OM",51,NA
"ForC",11659,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.9y","9","Sierra_2012_tcai","biomass_ag_OM",57.7,NA
"GROA",5510,"Porce II chronosequence 2","3686","9","Sierra_2012_tcai","biomass_ag_OM",56.9,5510
"ForC",11527,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.14y","14","Sierra_2012_tcai","biomass_ag_OM",128.1,NA
"ForC",11528,"Porce II chronosequence 2","Forest recovery following agricultural abandonment.14y","14","Sierra_2012_tcai","biomass_ag_OM",70.8,NA
"GROA",5516,"Porce II chronosequence 2","3687","14","Sierra_2012_tcai","biomass_ag_OM",70.1,5516
"ForC",12583,"S village Karen area swidden cultivation fallow chronosequence","Forest recovery following shifting cultivation.1-y","1","Fukushima_2007_rpof","biomass_ag_OM",6.6,NA
"ForC",12584,"S village Karen area swidden cultivation fallow chronosequence","Forest recovery following shifting cultivation.1-y","1","Fukushima_2007_rpof","biomass_ag_OM",0.1,NA
"GROA",5599,"S village Karen area swidden cultivation fallow chronosequence","9152","1","Fukushima_2007_rpof","biomass_ag_OM",42.7,5599
"ForC",16960,"Y site","natural regeneration of ponderosa pine forest 21 years since clearcut","21","Law_2001_csaf","organic.layer_C",7.08,NA
"GROA",5730,"Y site","3730","21","Law_2001_csaf","organic.layer_C",41.65,5730
"ForC",4699,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.4-y","4","Vargas_2008_baca","biomass_ag_OM",20.6,NA
"GROA",4424,"El Eden Ecological Reserve fire chronosequence","3280","4","Vargas_2008_baca","biomass_ag_OM",9.8,4424
"ForC",4700,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.4-y","5","Vargas_2008_baca","biomass_ag_OM",19.8,NA
"GROA",4425,"El Eden Ecological Reserve fire chronosequence","3280","5","Vargas_2008_baca","biomass_ag_OM",10.8,4425
"ForC",4707,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.8-y","8","Vargas_2008_baca","biomass_ag_OM",33.7,NA
"GROA",4432,"El Eden Ecological Reserve fire chronosequence","3281","8","Vargas_2008_baca","biomass_ag_OM",30,4432
"ForC",4708,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.8-y","9","Vargas_2008_baca","biomass_ag_OM",36.9,NA
"GROA",4433,"El Eden Ecological Reserve fire chronosequence","3281","9","Vargas_2008_baca","biomass_ag_OM",31.2,4433
"ForC",4683,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.14-y","14","Vargas_2008_baca","biomass_ag_OM",51.9,NA
"GROA",4440,"El Eden Ecological Reserve fire chronosequence","3282","14","Vargas_2008_baca","biomass_ag_OM",45.8,4440
"ForC",4684,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.14-y","15","Vargas_2008_baca","biomass_ag_OM",61.9,NA
"GROA",4441,"El Eden Ecological Reserve fire chronosequence","3282","15","Vargas_2008_baca","biomass_ag_OM",55.1,4441
"ForC",4691,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.28-y","28","Vargas_2008_baca","biomass_ag_OM",77.7,NA
"GROA",4448,"El Eden Ecological Reserve fire chronosequence","3283","28","Vargas_2008_baca","biomass_ag_OM",76.9,4448
"ForC",4692,"El Eden Ecological Reserve fire chronosequence","Forest recovery following fire.28-y","29","Vargas_2008_baca","biomass_ag_OM",75.4,NA
"GROA",4449,"El Eden Ecological Reserve fire chronosequence","3283","29","Vargas_2008_baca","biomass_ag_OM",72.9,4449
"ForC",10830,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","10","Becknell_2014_saas","biomass_ag_OM",50.8,NA
"GROA",1148,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1793","10","Becknell_2014_saas","biomass_ag_OM",1.7,1148
"ForC",10831,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","12","Becknell_2014_saas","biomass_ag_OM",64.8,NA
"GROA",1150,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1795","12","Becknell_2014_saas","biomass_ag_OM",97.9,1150
"ForC",10834,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","15","Becknell_2014_saas","biomass_ag_OM",104.4,NA
"GROA",1151,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1796","15","Becknell_2014_saas","biomass_ag_OM",95.4,1151
"ForC",10837,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","21","Becknell_2014_saas","biomass_ag_OM",132.7,NA
"GROA",1154,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1799","21","Becknell_2014_saas","biomass_ag_OM",133.6,1154
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1155,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1800","25","Becknell_2014_saas","biomass_ag_OM",100.3,1155
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1156,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1801","25","Becknell_2014_saas","biomass_ag_OM",164.8,1156
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1157,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1802","25","Becknell_2014_saas","biomass_ag_OM",90.3,1157
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1158,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1803","25","Becknell_2014_saas","biomass_ag_OM",65.7,1158
"ForC",10840,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","30","Becknell_2014_saas","biomass_ag_OM",114,NA
"GROA",1159,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1804","30","Becknell_2014_saas","biomass_ag_OM",200.4,1159
"ForC",10840,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","30","Becknell_2014_saas","biomass_ag_OM",114,NA
"GROA",1160,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1805","30","Becknell_2014_saas","biomass_ag_OM",128.5,1160
"ForC",10829,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","8","Becknell_2014_saas","biomass_ag_OM",75,NA
"GROA",1166,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1811","8","Becknell_2014_saas","biomass_ag_OM",52.3,1166
"ForC",10831,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","12","Becknell_2014_saas","biomass_ag_OM",64.8,NA
"GROA",1168,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1813","12","Becknell_2014_saas","biomass_ag_OM",91.5,1168
"ForC",10832,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","13","Becknell_2014_saas","biomass_ag_OM",61.7,NA
"GROA",1169,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1814","13","Becknell_2014_saas","biomass_ag_OM",50.2,1169
"ForC",10834,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","15","Becknell_2014_saas","biomass_ag_OM",104.4,NA
"GROA",1170,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1815","15","Becknell_2014_saas","biomass_ag_OM",88.1,1170
"ForC",10834,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","15","Becknell_2014_saas","biomass_ag_OM",104.4,NA
"GROA",1171,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1816","15","Becknell_2014_saas","biomass_ag_OM",39.2,1171
"ForC",10835,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","17","Becknell_2014_saas","biomass_ag_OM",149.2,NA
"GROA",1172,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1817","17","Becknell_2014_saas","biomass_ag_OM",79.8,1172
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1177,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1822","25","Becknell_2014_saas","biomass_ag_OM",172,1177
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1178,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1823","25","Becknell_2014_saas","biomass_ag_OM",175.9,1178
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1179,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1824","25","Becknell_2014_saas","biomass_ag_OM",176.1,1179
"ForC",10839,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","25","Becknell_2014_saas","biomass_ag_OM",126.2,NA
"GROA",1180,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1825","25","Becknell_2014_saas","biomass_ag_OM",89.3,1180
"ForC",10842,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","35","Becknell_2014_saas","biomass_ag_OM",148.2,NA
"GROA",1181,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1826","35","Becknell_2014_saas","biomass_ag_OM",177.1,1181
"ForC",10842,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","35","Becknell_2014_saas","biomass_ag_OM",148.2,NA
"GROA",1182,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1827","35","Becknell_2014_saas","biomass_ag_OM",370.9,1182
"ForC",10842,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","35","Becknell_2014_saas","biomass_ag_OM",148.2,NA
"GROA",1183,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1828","35","Becknell_2014_saas","biomass_ag_OM",85.8,1183
"ForC",10842,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","35","Becknell_2014_saas","biomass_ag_OM",148.2,NA
"GROA",1184,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1829","35","Becknell_2014_saas","biomass_ag_OM",174.5,1184
"ForC",10842,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","35","Becknell_2014_saas","biomass_ag_OM",148.2,NA
"GROA",1185,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1830","35","Becknell_2014_saas","biomass_ag_OM",161.4,1185
"ForC",10842,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","35","Becknell_2014_saas","biomass_ag_OM",148.2,NA
"GROA",1186,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1831","35","Becknell_2014_saas","biomass_ag_OM",88.8,1186
"ForC",10843,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","50","Becknell_2014_saas","biomass_ag_OM",153.4,NA
"GROA",1197,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1842","50","Becknell_2014_saas","biomass_ag_OM",162.9,1197
"ForC",10843,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","50","Becknell_2014_saas","biomass_ag_OM",153.4,NA
"GROA",1198,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1843","50","Becknell_2014_saas","biomass_ag_OM",341.8,1198
"ForC",10843,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","50","Becknell_2014_saas","biomass_ag_OM",153.4,NA
"GROA",1199,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1844","50","Becknell_2014_saas","biomass_ag_OM",124.7,1199
"ForC",10844,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","60","Becknell_2014_saas","biomass_ag_OM",101.2,NA
"ForC",10845,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","60","Becknell_2014_saas","biomass_ag_OM",204.3,NA
"GROA",1200,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1845","60","Becknell_2014_saas","biomass_ag_OM",161.6,1200
"ForC",10844,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","60","Becknell_2014_saas","biomass_ag_OM",101.2,NA
"ForC",10845,"Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","60","Becknell_2014_saas","biomass_ag_OM",204.3,NA
"GROA",1201,"Parque Nacional Palo Verde: area de Conservacion Tempisque","1846","60","Becknell_2014_saas","biomass_ag_OM",103.1,1201
"ForC",15564,"University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.18-y","18","White_2004_baas","biomass_ag_OM",12.0469,NA
"GROA",3088,"University of Michigan Biological Station burn and clearcut experimental plots","2505","18","White_2004_baas","biomass_ag_OM",18,3088
"ForC",15566,"University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.44-y","44","White_2004_baas","biomass_ag_OM",52.5225,NA
"GROA",13641,"University of Michigan Biological Station burn and clearcut experimental plots","9731","44","White_2004_baas","biomass_ag_OM",70.3,13641
"ForC",15568,"University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.50-y","50","White_2004_baas","biomass_ag_OM",67.7028,NA
"GROA",13642,"University of Michigan Biological Station burn and clearcut experimental plots","9732","50","White_2004_baas","biomass_ag_OM",87.9,13642
"ForC",15570,"University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.62-y","62","White_2004_baas","biomass_ag_OM",44.7507,NA
"GROA",13643,"University of Michigan Biological Station burn and clearcut experimental plots","9733","62","White_2004_baas","biomass_ag_OM",69.2,13643
"ForC",15572,"University of Michigan Biological Station burn and clearcut experimental plots","Forest recovery following 1911 wildfire and subequent small-prescribed burns and clearcuts.87-y","87","White_2004_baas","biomass_ag_OM",106.106,NA
"GROA",13644,"University of Michigan Biological Station burn and clearcut experimental plots","9734","87","White_2004_baas","biomass_ag_OM",139.4,13644
"ForC",5112,"Fazenda Vitoria","Forest recovery following 1984 pasture abandonment","6","Davidson_2004_napl","biomass_ag_OM",6,NA
"GROA",3012,"Fazenda Vitoria","1266","6","Davidson_2004_napl","biomass_ag_OM",7.5,3012
