"history.ID","sites.sitename","plot.name","plot.area","event.sequence","date","date.loc","hist.cat","hist.type","est.regrowth.assumed.same.year","level","units","percent.mortality","hist.notes","plothistory.ID.v1","NEW_RECORD","GROA.site.ID"
5291.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3629","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8888",NA,TRUE,8
5292.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3630","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8889",NA,TRUE,8
5292.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3630","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8889",NA,TRUE,8
5292.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3630","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8889",NA,TRUE,8
5293.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3631","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8890",NA,TRUE,8
5293.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3631","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8890",NA,TRUE,8
5293.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3631","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8890",NA,TRUE,8
5294.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3632","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8891",NA,TRUE,8
5294.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3632","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8891",NA,TRUE,8
5294.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3632","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8891",NA,TRUE,8
5295.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3633","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8892",NA,TRUE,8
5295.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3633","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8892",NA,TRUE,8
5295.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3633","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8892",NA,TRUE,8
5296.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3634","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8893",NA,TRUE,8
5296.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3634","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8893",NA,TRUE,8
5296.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3634","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8893",NA,TRUE,8
5297.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3635","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8894",NA,TRUE,8
5297.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3635","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8894",NA,TRUE,8
5297.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3635","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8894",NA,TRUE,8
5298.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3636","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8895",NA,TRUE,8
5298.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3636","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8895",NA,TRUE,8
5298.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3636","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8895",NA,TRUE,8
5299.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3637","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8896",NA,TRUE,8
5299.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3637","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8896",NA,TRUE,8
5299.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3637","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8896",NA,TRUE,8
5300.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3638","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8897",NA,TRUE,8
5300.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3638","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8897",NA,TRUE,8
5300.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3638","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8897",NA,TRUE,8
5301.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3639","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8898",NA,TRUE,8
5301.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3639","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8898",NA,TRUE,8
5301.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3639","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8898",NA,TRUE,8
5302.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3640","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8899",NA,TRUE,8
5302.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3640","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8899",NA,TRUE,8
5302.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3640","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8899",NA,TRUE,8
5303.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3641","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8900",NA,TRUE,8
5303.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3641","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8900",NA,TRUE,8
5303.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3641","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8900",NA,TRUE,8
5304.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3642","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8901",NA,TRUE,8
5304.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3642","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8901",NA,TRUE,8
5304.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3642","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8901",NA,TRUE,8
5305.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3643","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8902",NA,TRUE,8
5305.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3643","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8902",NA,TRUE,8
5305.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3643","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8902",NA,TRUE,8
5306.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3644","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8903",NA,TRUE,8
5306.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3644","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8903",NA,TRUE,8
5306.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3644","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8903",NA,TRUE,8
5307.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3645","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8904",NA,TRUE,8
5307.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3645","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8904",NA,TRUE,8
5307.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3645","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8904",NA,TRUE,8
5308.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3646","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8905",NA,TRUE,8
5308.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3646","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8905",NA,TRUE,8
5308.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3646","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8905",NA,TRUE,8
5309.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3647","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8906",NA,TRUE,8
5309.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3647","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8906",NA,TRUE,8
5309.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3647","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8906",NA,TRUE,8
5310.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3648","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8907",NA,TRUE,8
5310.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3648","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8907",NA,TRUE,8
5310.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3648","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8907",NA,TRUE,8
5311.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3649","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8908",NA,TRUE,8
5311.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3649","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8908",NA,TRUE,8
5311.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3649","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8908",NA,TRUE,8
5312.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3650","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8909",NA,TRUE,8
5312.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3650","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8909",NA,TRUE,8
5312.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3650","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8909",NA,TRUE,8
5313.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3651","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8910",NA,TRUE,8
5313.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3651","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8910",NA,TRUE,8
5313.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3651","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8910",NA,TRUE,8
5314.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3652","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8911",NA,TRUE,8
5314.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3652","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8911",NA,TRUE,8
5314.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3652","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8911",NA,TRUE,8
5315.01,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3653","0.0947",1,"NAC","9","Disturbance","Shifting cultivation",NA,"NAC",NA,"100","GROA site.id #8, plot.id #8912",NA,TRUE,8
5315.02,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3653","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #8, plot.id #8912",NA,TRUE,8
5315.03,"Chinantla","regrowth stand regenerating via spontaneous natural regeneration 3653","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #8, plot.id #8912",NA,TRUE,8
5316.01,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3654","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #9, plot.id #8913",NA,TRUE,9
5316.02,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3654","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #9, plot.id #8913",NA,TRUE,9
5316.03,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3654","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #9, plot.id #8913",NA,TRUE,9
5317.01,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3655","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #9, plot.id #8914",NA,TRUE,9
5317.02,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3655","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #9, plot.id #8914",NA,TRUE,9
5317.03,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3655","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #9, plot.id #8914",NA,TRUE,9
5318.01,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3656","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #9, plot.id #8915",NA,TRUE,9
5318.02,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3656","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #9, plot.id #8915",NA,TRUE,9
5318.03,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3656","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #9, plot.id #8915",NA,TRUE,9
5319.01,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3657","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #9, plot.id #8916",NA,TRUE,9
5319.02,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3657","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #9, plot.id #8916",NA,TRUE,9
5319.03,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3657","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #9, plot.id #8916",NA,TRUE,9
5320.01,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3658","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #9, plot.id #8917",NA,TRUE,9
5320.02,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3658","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #9, plot.id #8917",NA,TRUE,9
5320.03,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3658","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #9, plot.id #8917",NA,TRUE,9
5321.01,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3659","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #9, plot.id #8918",NA,TRUE,9
5321.02,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3659","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #9, plot.id #8918",NA,TRUE,9
5321.03,"Lacandona","regrowth stand regenerating via spontaneous natural regeneration 3659","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #9, plot.id #8918",NA,TRUE,9
